problem,size,mode,stage,candidate_id,rank,graph_type,instance_seed,EbNo_dB,kw,kr,alpha,alpha_mode,psa_p,lambda_mem,response_lambda,I0_min,I0_max,I0_schedule_type,I0_schedule_shape,I0_hold_fraction,decision_method,burn_in,sample_window,n_cycles,BER,FER,syndrome_violation,BP_BER,BP_FER,BER_ratio_to_BP,FER_ratio_to_BP,best_cut,normalized_cut,approximation_ratio,success_rate,score,seed,mean_cut,mean_normalized_cut,convergence_cycle,reference_cut,n_edges
maxcut,N200_ERp0p10,pSA,search,51,1,,,,0.7035629837777139,0.0,1.0,fixed,0.5210387052612087,0.0,0.0,0.28014151738014237,1.186381298443177,linear,0.8993001698757144,0.32597848541341845,best_state,1224,1127,3000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.5333333333333333,-0.664008802686436,503869,,0.6586754693531027,,,
maxcut,N200_ERp0p10,pSA,search,26,2,,,,0.16778889194865573,0.0,1.0,fixed,0.506855849888629,0.0,0.0,1.1748210825543037,4.88091397967239,exponential,0.31355760316743636,0.3784098604788193,best_state,2434,119,3000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.48666666666666664,-0.6634730068263186,305894,,0.6586063401596519,,,
maxcut,N200_ERp0p10,pSA,search,47,3,,,,0.48898946416891576,0.0,1.0,fixed,0.659176184913322,0.0,0.0,0.03133768865849685,4.93163738248969,exponential,2.006850189266652,0.8651149178775371,best_state,2358,629,3000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.48,-0.6629762939127591,472193,,0.6581762939127591,,,
maxcut,N200_ERp0p10,pSA,search,174,4,,,,2.8705572557269945,0.0,1.0,fixed,0.5053311239154568,0.0,0.0,0.07158550826612697,1.0049632108580038,exponential,4.506786357356323,0.810104606488564,last,818,1145,3000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.4133333333333334,-0.6625986116608479,1477906,,0.6584652783275146,,,
maxcut,N200_ERp0p10,pSA,search,115,5,,,,4.060384054519815,0.0,1.0,fixed,0.6280283462858965,0.0,0.0,0.07613097473824153,0.4846777570375868,exponential,7.601838075084933,0.5767365709750706,best_state,594,74,1000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.35000000000000003,-0.6611550458695608,1010685,,0.6576550458695608,,,
maxcut,N200_ERp0p10,pSA,search,99,6,,,,3.3373085035799996,0.0,1.0,fixed,0.44016034155648454,0.0,0.0,0.03839689913290937,8.649608830799417,piecewise,6.006560007946552,0.05988108250231389,best_state,2427,406,3000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.3866666666666667,-0.6607540711882685,883981,,0.6568874045216018,,,
maxcut,N200_ERp0p10,pSA,search,148,7,,,,0.5180462118592356,0.0,1.0,fixed,0.7122052824098373,0.0,0.0,0.12119735750725555,3.5176294901537175,exponential,5.5663809309361145,0.5386791654002214,last,2961,14,3000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.3133333333333333,-0.6606302976969798,1272012,,0.6574969643636465,,,
maxcut,N200_ERp0p10,pSA,search,229,8,,,,3.8335148311766476,0.0,1.0,fixed,0.902790097611556,0.0,0.0,0.06671730257246802,0.2559109252396319,cosine,2.0710542063528488,0.836274870012614,best_state,2769,101,3000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.31666666666666665,-0.6604944297482128,1913451,,0.6573277630815462,,,
maxcut,N200_ERp0p10,pSA,search,50,9,,,,2.737864205512716,0.0,1.0,fixed,0.4660118378153908,0.0,0.0,0.04471655331873681,2.9145394288123767,exponential,3.797019463275766,0.4298056085095656,best_state,844,156,1000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.32,-0.6604272008526106,495950,,0.6572272008526107,,,
maxcut,N200_ERp0p10,pSA,search,48,10,,,,0.1368919932816027,0.0,1.0,fixed,0.6175697610433841,0.0,0.0,0.0516713813977417,9.366772347920616,linear,1.2755260822118941,0.5239527521357452,last,1114,1088,3000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.24,-0.6601401940478532,480112,,0.6577401940478532,,,
maxcut,N200_ERp0p10,pSA,search,20,11,,,,0.4281662528058606,0.0,1.0,fixed,0.7227718000455584,0.0,0.0,0.812949080380841,2.9047312713276803,piecewise,2.563604699974192,0.38936012634681233,best_state,338,190,1000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.2733333333333334,-0.6600869153110956,258380,,0.6573535819777623,,,
maxcut,N200_ERp0p10,pSA,search,233,12,,,,0.6109878676191858,0.0,1.0,fixed,0.5449740024298141,0.0,0.0,0.36573280044394585,2.3769849068681395,piecewise,6.305308973769365,0.033385171523620596,best_state,810,52,1000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.2833333333333334,-0.6598504500813274,1945127,,0.657017116747994,,,
maxcut,N200_ERp0p10,pSA,search,195,13,,,,4.574155650335787,0.0,1.0,fixed,0.5344328607701794,0.0,0.0,0.14046296951141896,1.3337785252642504,cosine,8.99552957179114,0.1770944547900887,best_state,167,42,1000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.2866666666666667,-0.6597030082377434,1644205,,0.6568363415710767,,,
maxcut,N200_ERp0p10,pSA,search,15,14,,,,1.113369201085829,0.0,1.0,fixed,0.6611406564727902,0.0,0.0,0.4963726892838894,0.981629964851737,piecewise,0.32480465932626046,0.71886712960744,best_state,306,242,1000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.2733333333333334,-0.6596943012021534,218785,,0.6569609678688201,,,
maxcut,N200_ERp0p10,pSA,search,21,15,,,,1.9358839131677297,0.0,1.0,fixed,0.5411018750914085,0.0,0.0,0.286467057840732,0.8295874977215444,linear,4.442245288329033,0.6302746180903617,last,524,268,1000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.21666666666666665,-0.6590839744267893,266299,,0.6569173077601227,,,
maxcut,N200_ERp0p10,pSA,search,200,16,,,,1.2716690549141256,0.0,1.0,fixed,0.666117578995638,0.0,0.0,0.6849259262178015,7.247524376267947,cosine,8.931594100820446,0.4343407060715136,last,131,463,3000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.24,-0.6586139292817267,1683800,,0.6562139292817267,,,
maxcut,N200_ERp0p10,pSA,search,36,17,,,,0.6052181518500004,0.0,1.0,fixed,0.747574647702215,0.0,0.0,0.08842690447947603,2.917190162809299,piecewise,4.211025712642136,0.463770495428516,best_state,1098,1111,3000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.22,-0.6584658605704067,385084,,0.6562658605704067,,,
maxcut,N200_ERp0p10,pSA,search,132,18,,,,4.3618207493250845,0.0,1.0,fixed,0.6155349240001183,0.0,0.0,0.05861080391989721,8.307311669189627,exponential,5.094124901183211,0.36812863440103694,best_state,530,183,1000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.19666666666666668,-0.6581072639490522,1145308,,0.6561405972823855,,,
maxcut,N200_ERp0p10,pSA,search,159,19,,,,1.6213035062780512,0.0,1.0,fixed,0.6559691524209296,0.0,0.0,0.46516014179842025,6.6817055834840575,constant,4.570124922477525,0.8222037047994756,best_state,498,196,1000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.21,-0.6580891298398567,1359121,,0.6559891298398567,,,
maxcut,N200_ERp0p10,pSA,search,168,20,,,,0.642409385068204,0.0,1.0,fixed,0.5398812273076318,0.0,0.0,1.5322130214318006,8.27909524839186,linear,9.954929528583543,0.7579070050774981,last,1548,1119,3000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.2133333333333333,-0.6580043510346251,1430392,,0.6558710177012917,,,
maxcut,N200_ERp0p10,pSA,search,165,21,,,,2.2836903898158303,0.0,1.0,fixed,0.5175622558001575,0.0,0.0,0.04233547758290043,0.42997511608845324,cosine,3.1213451904479808,0.3136318061960719,last,171,358,3000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.07333333333333333,-0.6576380386560832,1406635,,0.6569047053227498,,,
maxcut,N200_ERp0p10,pSA,search,70,22,,,,0.25925344256007854,0.0,1.0,fixed,0.8746055001800412,0.0,0.0,0.08651746767405258,3.8364721545083142,exponential,0.24609727849767696,0.38902637953184577,last,506,283,3000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.08,-0.6570861346218457,654330,,0.6562861346218457,,,
maxcut,N200_ERp0p10,pSA,search,213,23,,,,1.2172430235737803,0.0,1.0,fixed,0.7804064897211,0.0,0.0,0.14602274061458256,1.406082199672801,linear,0.28076879718086073,0.23087202609551147,best_state,1447,1237,3000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.16666666666666666,-0.6567950698658706,1786747,,0.6551284031992038,,,
maxcut,N200_ERp0p10,pSA,search,137,24,,,,0.3923424751735484,0.0,1.0,fixed,0.4537145972449006,0.0,0.0,0.3432338148190335,1.544667400837456,linear,1.640402286434269,0.15980909461742587,best_state,461,508,1000,,,,,,,,1331.0,0.6587870877133645,1.0,0.049999999999999996,-0.6566361874508144,1184903,,0.6561361874508145,,,
maxcut,N200_ERp0p10,pSA,search,216,25,,,,1.1067372380868026,0.0,1.0,fixed,0.6377223600623637,0.0,0.0,1.1026063973459028,1.4243595023940807,exponential,3.375413931255625,0.17139713219918615,best_state,691,772,3000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.17,-0.6562787535447137,1810504,,0.6545787535447136,,,
maxcut,N200_ERp0p10,pSA,search,150,26,,,,0.276334514263615,0.0,1.0,fixed,0.5190316309574836,0.0,0.0,1.3804385367082452,5.616823385833695,linear,1.1202674297959443,0.4820633598760281,best_state,101,117,300,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.14,-0.6562526346054037,1287850,,0.6548526346054038,,,
maxcut,N200_ERp0p10,pSA,search,66,27,,,,0.2930744006107262,0.0,1.0,fixed,0.6103331747569647,0.0,0.0,0.19736873141308664,2.860618038615407,linear,0.2846363147633637,0.3844440458133925,last,217,1793,3000,,,,,,,,1330.6666666666667,0.6586205875468644,1.0,0.04,-0.656190160933834,622654,,0.655790160933834,,,
maxcut,N200_ERp0p10,pSA,search,123,28,,,,1.9154409204787017,0.0,1.0,fixed,0.4339630947587927,0.0,0.0,0.06335275353977048,0.5352304758469578,cosine,0.9295802075514104,0.3613039410655405,best_state,222,777,1000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.38999999999999996,-0.6561432035054253,1074037,,0.6522432035054253,,,
maxcut,N200_ERp0p10,pSA,search,55,29,,,,1.1268603783492779,0.0,1.0,fixed,0.4584065753132993,0.0,0.0,0.04171670595295566,7.131896791283608,exponential,0.6661170851712609,0.23336814201921866,last,133,499,1000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.11,-0.6560862714806568,535545,,0.6549862714806568,,,
maxcut,N200_ERp0p10,pSA,search,217,30,,,,2.8449288579742587,0.0,1.0,fixed,0.6760704858356605,0.0,0.0,0.30991485521686457,3.756657919185835,exponential,3.295578796815476,0.8080689792063734,best_state,2032,59,3000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.14666666666666667,-0.6556986203481505,1818423,,0.6542319536814839,,,
maxcut,N200_ERp0p10,pSA,search,56,31,,,,0.4967538154568122,0.0,1.0,fixed,0.7477461779493799,0.0,0.0,0.9261648107748708,4.795676350009995,exponential,1.195228999197745,0.5943060300381913,last,980,20,1000,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.09333333333333334,-0.6555151787924255,543464,,0.6545818454590921,,,
maxcut,N200_ERp0p10,pSA,search,65,32,,,,0.20447171999614064,0.0,1.0,fixed,0.4766556900635325,0.0,0.0,0.35014154891672855,6.53251192734055,exponential,0.6461201544469352,0.4558302217818624,last,216,8,300,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.07,-0.6552899522855742,614735,,0.6545899522855742,,,
maxcut,N200_ERp0p10,pSA,search,219,33,,,,1.3513165759428194,0.0,1.0,fixed,0.7525540304359639,0.0,0.0,0.31129520409904715,0.6137038474479797,linear,8.75745009795199,0.5301365961364924,last,338,145,1000,,,,,,,,1331.3333333333333,0.6589515343504307,1.0,0.03,-0.6547170213453175,1834261,,0.6544170213453175,,,
maxcut,N200_ERp0p10,pSA,search,244,34,,,,6.996006525203718,0.0,1.0,fixed,0.42956124803093265,0.0,0.0,0.03500761337065239,0.09109184978230504,exponential,1.4308783341027578,0.5634632516127216,best_state,765,193,1000,,,,,,,,1331.0,0.6587870877133645,1.0,0.10666666666666667,-0.6542599364103494,2032236,,0.6531932697436827,,,
maxcut,N200_ERp0p10,pSA,search,240,35,,,,0.2829381704883206,0.0,1.0,fixed,0.48086021450275473,0.0,0.0,1.9276320905219233,9.951852582682452,exponential,0.4941731727041353,0.756822714981872,last,86,97,300,,,,,,,,1331.6666666666667,0.6591180345169309,1.0,0.049999999999999996,-0.6534992146878186,2000560,,0.6529992146878186,,,
